PartitionKey,RowKey,Timestamp,definition
adjective:10934,contemptuous,2016-01-30T05:16:15.742Z, expressing extreme contempt  
adjective:10935,contumelious,2016-01-30T05:16:15.942Z, arrogantly insolent  
adjective:10936,derisive,2016-01-30T05:16:16.144Z," abusing vocally; expressing contempt or ridicule; ""derisive laughter""; ""a jeering crowd""; ""her mocking smile""; ""taunting shouts of `coward' and `sissy'""  "
adjective:10937,impious,2016-01-30T05:16:16.279Z," lacking due respect or dutifulness; ""impious toward one's parents""; ""an undutiful son""  "
adjective:10938,impudent,2016-01-30T05:16:16.413Z," marked by casual disrespect; ""a flip answer to serious question""; ""the student was kept in for impudent behavior""  "
adjective:10939,undeferential,2016-01-30T05:16:16.595Z, not showing courteous respect  
adjective:1094,retracted,2016-01-30T04:48:28.856Z," drawn back and in; ""a cat with retracted claws""  "
adjective:10940,responsible,2016-01-30T05:16:16.798Z," worthy of or requiring responsibility or trust; or held accountable; ""a responsible adult""; ""responsible journalism""; ""a responsible position""; ""the captain is responsible for the ship's safety""; ""the cabinet is responsible to the parliament""  "
adjective:10941,accountable,2016-01-30T05:16:16.987Z," liable to account for one's actions; ""governments must be accountable to someone beside themselves""; ""fully accountable for what they did""; ""the court held the parents answerable for their minor child's acts of vandalism""; ""he was answerable to no one""  "
adjective:10942,answerable,2016-01-30T05:16:17.209Z," morally or legally responsible to a higher authority; ""parents are answerable for their child's acts""  "
adjective:10943,amenable,2016-01-30T05:16:17.388Z," liable to answer to a higher authority; ""the president is amenable to the constitutional court""  "
adjective:10944,liable,2016-01-30T05:16:17.589Z," held legally responsible; ""men between the ages of 18 and 35 were liable for military service""  "
adjective:10945,trustworthy,2016-01-30T05:16:17.788Z," taking responsibility for one's conduct and obligations; ""trustworthy public servants""  "
adjective:10946,irresponsible,2016-01-30T05:16:17.987Z," showing lack of care for consequences; ""behaved like an irresponsible idiot""; ""hasty and irresponsible action""  "
adjective:10947,carefree,2016-01-30T05:16:18.187Z," cheerfully irresponsible; ""carefree with his money""; ""freewheeling urban youths""; ""had a harum-scarum youth""  "
adjective:10948,do-nothing,2016-01-30T05:16:18.310Z," characterized by inability or unwillingness to work toward a goal or assume responsibility; ""a do-nothing government""  "
adjective:10949,feckless,2016-01-30T05:16:18.487Z, not fit to assume responsibility  
adjective:1095,retral,2016-01-30T04:48:28.983Z, moving or directed or tending in a backward direction or contrary to a previous direction  
adjective:10950,idle,2016-01-30T05:16:18.603Z," lacking a sense of restraint or responsibility; ""idle talk""; ""a loose tongue""  "
adjective:10951,trigger-happy,2016-01-30T05:16:18.726Z, irresponsible in the use of firearms  
adjective:10952,unaccountable,2016-01-30T05:16:18.850Z, free from control or responsibility  
adjective:10953,unreliable,2016-01-30T05:16:19.053Z, lacking a sense of responsibility  
adjective:10954,responsive,2016-01-30T05:16:19.184Z," readily reacting or replying to people or events or stimuli; showing emotion; ""children are often the quickest and most responsive members of the audience""  "
adjective:10955,answering,2016-01-30T05:16:19.381Z," replying; ""an answering glance""; ""an answering smile""  "
adjective:10956,unresponsive,2016-01-30T05:16:19.582Z, not responding to some influence or stimulus  
adjective:10957,refractory,2016-01-30T05:16:19.788Z," temporarily unresponsive or not fully responsive to a process or stimulus; ""the refractory period of a muscle fiber""  "
adjective:10958,restrained,2016-01-30T05:16:19.982Z, under restraint  
adjective:10959,close,2016-01-30T05:16:20.183Z," strictly confined or guarded; ""kept under close custody""  "
adjective:1096,retroflex,2016-01-30T04:48:29.163Z, bent or curved backward  
adjective:10960,low-key,2016-01-30T05:16:20.401Z," restrained in style or quality; ""a little masterpiece of low-keyed eloquence""  "
adjective:10961,unexpansive,2016-01-30T05:16:20.625Z," not given to high spirits or effusiveness; ""an unexpansive man""  "
adjective:10962,unrestrained,2016-01-30T05:16:20.871Z," not subject to restraint; ""unrestrained laughter""  "
adjective:10963,excessive,2016-01-30T05:16:21.167Z," unrestrained, especially with regard to feelings; ""extravagant praise""; ""exuberant compliments""; ""overweening ambition""; ""overweening greed""  "
adjective:10964,freewheeling,2016-01-30T05:16:21.434Z," free of restraints or rules; ""freewheeling foolishness""; ""the versatility of his poetic freewheeling style""  "
adjective:10965,highflying,2016-01-30T05:16:21.663Z," extravagant or ambitious or extreme in aims or opinions; ""they did not understand what had happend at the once highflying company""  "
adjective:10966,unbridled,2016-01-30T05:16:21.860Z," not restrained or controlled; ""unbridled rage""; ""an unchecked temper""; ""ungoverned rage""  "
adjective:10967,unbuttoned,2016-01-30T05:16:21.997Z," not under constraint in action or expression; ""this unbuttoned and disrespectful age""- Curtis Bok; ""unlaced behavior in the neighborhood pub""  "
adjective:10968,unhampered,2016-01-30T05:16:22.242Z," not slowed or blocked or interfered with; ""an outlet for healthy and unhampered action""; ""a priest unhampered by scruple""; ""the new stock market was unhampered by tradition""  "
adjective:10969,restricted,2016-01-30T05:16:22.402Z," subject to restriction or subjected to restriction; ""of restricted importance""  "
adjective:1097,returning,2016-01-30T04:48:29.294Z, tending to be turned back  
adjective:10970,circumscribed,2016-01-30T05:16:22.608Z, subject to limits or subjected to limits  
adjective:10971,closed,2016-01-30T05:16:22.795Z," not open to the general public; ""a closed meeting""  "
adjective:10972,off-limits,2016-01-30T05:16:22.994Z," barred to a designated group; ""that area is off-limits""  "
adjective:10973,unrestricted,2016-01-30T05:16:23.208Z, not subject to or subjected to restriction  
adjective:10974,all-weather,2016-01-30T05:16:23.451Z," usable or operative or practiced in all kinds of weather; ""a good all-weather road""; ""all-weather flying""  "
adjective:10975,discretionary,2016-01-30T05:16:23.595Z," (especially of funds) not earmarked; available for use as needed; ""discretionary funds""; ""discretionary income""  "
adjective:10976,open,2016-01-30T05:16:23.819Z," accessible to all; ""open season""; ""an open economy""  "
adjective:10977,open-plan,2016-01-30T05:16:24.071Z, (of rooms or buildings) having large rooms with few dividing partitions  
adjective:10978,open-ended,2016-01-30T05:16:24.298Z," without fixed limits or restrictions; ""an open-ended discussion""  "
adjective:10979,restrictive,2016-01-30T05:16:24.492Z," serving to restrict; ""teenagers eager to escape restrictive home environments""  "
adjective:1098,forward,2016-01-30T04:48:29.422Z," at or near or directed toward the front; ""the forward section of the aircraft""; ""a forward plunge down the stairs""; ""forward motion""  "
adjective:10980,confining,2016-01-30T05:16:24.696Z, restricting the scope or freedom of action  
adjective:10981,inhibitory,2016-01-30T05:16:24.895Z," restrictive of action; ""a repressive regime""; ""an overly strict and inhibitory discipline""  "
adjective:10982,limiting,2016-01-30T05:16:25.094Z," strictly limiting the reference of a modified word or phrase; ""the restrictive clause in `Each made a list of the books that had influenced him' limits the books on the list to only those particular ones defined by the clause""  "
adjective:10983,regulative,2016-01-30T05:16:25.295Z," restricting according to rules or principles; ""a regulatory gene""  "
adjective:10984,sumptuary,2016-01-30T05:16:25.417Z," regulating or controlling expenditure or personal behavior; ""sumptuary laws discouraging construction of large houses on small plots""; ""sumptuary laws forbidding gambling""  "
adjective:10985,suppressive,2016-01-30T05:16:25.616Z," tending to suppress; ""the government used suppressive measures to control the protest""  "
adjective:10986,unrestrictive,2016-01-30T05:16:25.817Z, not tending to restrict  
adjective:10987,emancipative,2016-01-30T05:16:26.017Z, tending to set free  
adjective:10988,nonrestrictive,2016-01-30T05:16:26.218Z," not limiting the reference of a modified word or phrase; ""the nonrestrictive clause in `I always buy his books, which have influenced me greatly,' refers to his books generally and adds an additional fact about them""  "
adjective:10989,retentive,2016-01-30T05:16:26.421Z," good at remembering; ""a retentive mind""; ""tenacious memory""  "
adjective:1099,guardant,2016-01-30T04:48:29.544Z, looking forward  
adjective:10990,unretentive,2016-01-30T05:16:26.626Z," (of memory) deficient in retentiveness or range; ""a short memory""  "
adjective:10991,reticulate,2016-01-30T05:16:26.828Z," resembling or forming a network; ""the reticulate veins of a leaf""; ""a reticulated highway system""  "
adjective:10992,cancellate,2016-01-30T05:16:26.975Z, having a latticelike structure pierced with holes or windows  
adjective:10993,crisscross,2016-01-30T05:16:27.165Z, marked with crossing lines  
adjective:10994,fretted,2016-01-30T05:16:27.362Z, having a pattern of fretwork or latticework  
adjective:10995,interconnected,2016-01-30T05:16:27.486Z, reciprocally connected  
adjective:10996,lacy,2016-01-30T05:16:27.690Z, having open interstices or resembling a web  
adjective:10997,meshed,2016-01-30T05:16:27.819Z," resembling a network; ""a meshed road system""  "
adjective:10998,networklike,2016-01-30T05:16:28.040Z, having a network of veins or ribs  
adjective:10999,nonreticulate,2016-01-30T05:16:28.248Z, not resembling or forming a network  
adjective:11,parturient,2016-01-30T04:45:30.293Z," giving birth; ""a parturient heifer""  "
adjective:110,inaccurate,2016-01-30T04:45:45.613Z," not accurate; ""an inaccurate translation""; ""the thermometer is inaccurate""  "
adjective:1100,headfirst,2016-01-30T04:48:29.669Z," with the head foremost; ""a headfirst plunge down the stairs""; ""a headlong dive into the pool""  "
adjective:11000,retractile,2016-01-30T05:16:28.442Z," capable of retraction; capable of being drawn back; ""cats have retractile claws""  "
adjective:11001,retractable,2016-01-30T05:16:28.644Z," capable of being retracted; ""retractable landing gear""  "
adjective:11002,nonretractile,2016-01-30T05:16:28.844Z, not capable of being retracted  
adjective:11003,reflective,2016-01-30T05:16:28.973Z," capable of physically reflecting light or sound; ""a reflective surface""  "
adjective:11004,mirrorlike,2016-01-30T05:16:29.106Z," capable of reflecting light like a mirror; ""mirrorlike surface of the lake""; ""a specular metal""  "
adjective:11005,reflecting,2016-01-30T05:16:29.238Z," causing reflection or having a device that reflects; ""a reflecting microscope""  "
adjective:11006,nonreflective,2016-01-30T05:16:29.362Z, not capable of physical reflection  
adjective:11007,echoless,2016-01-30T05:16:29.491Z," having or producing no echo; ""the echoless darkness""  "
adjective:11008,reflected,2016-01-30T05:16:29.692Z," (especially of incident sound or light) bent or sent back; ""reflected light""; ""reflected heat""; ""reflected glory""  "
adjective:11009,echoic,2016-01-30T05:16:29.891Z, like or characteristic of an echo  
adjective:1101,forward,2016-01-30T04:48:29.802Z," of the transmission gear causing forward movement in a motor vehicle; ""in a forward gear""  "
adjective:11010,mirrored,2016-01-30T05:16:30.029Z, like or characteristic of a mirror image  
adjective:11011,unreflected,2016-01-30T05:16:30.229Z, (especially of incident sound or light) not turned back by physical reflection  
adjective:11012,absorbed,2016-01-30T05:16:30.429Z," retained without reflection; ""the absorbed light intensity""  "
adjective:11013,reverberant,2016-01-30T05:16:30.655Z," having a tendency to reverberate or be repeatedly reflected; ""a reverberant room""; ""the reverberant booms of cannon""  "
adjective:11014,bright,2016-01-30T05:16:30.828Z," clear and sharp and ringing; ""the bright sound of the trumpet section""; ""the brilliant sound of the trumpets""  "
adjective:11015,clinking,2016-01-30T05:16:30.945Z, like the light sharp ringing sound of glasses being tapped  
adjective:11016,echoing,2016-01-30T05:16:31.156Z," (of sounds) repeating by reflection; ""a hotel with echoing halls""  "
adjective:11017,hollow,2016-01-30T05:16:31.282Z," as if echoing in a hollow space; ""the hollow sound of footsteps in the empty ballroom""  "
adjective:11018,jingling,2016-01-30T05:16:31.412Z," having a series of high-pitched ringing sounds like many small bells; ""jingling sleigh bells""  "
adjective:11019,live,2016-01-30T05:16:31.542Z," highly reverberant; ""a live concert hall""  "
adjective:1102,reverse,2016-01-30T04:48:29.932Z," of the transmission gear causing backward movement in a motor vehicle; ""in reverse gear""  "
adjective:11020,resonant,2016-01-30T05:16:31.671Z," characterized by resonance; ""a resonant voice""; ""hear the rolling thunder""  "
adjective:11021,tinkling,2016-01-30T05:16:31.874Z," like the short high ringing sound of a small bell; ""sounding brass and a tinkling cymbal""  "
adjective:11022,vibrant,2016-01-30T05:16:31.996Z," of sounds that are strong and resonating; ""the men's vibrant voices""  "
adjective:11023,unreverberant,2016-01-30T05:16:32.121Z, not reverberant; lacking a tendency to reverberate  
adjective:11024,anechoic,2016-01-30T05:16:32.345Z," not having or producing echoes; sound-absorbent; ""an anechoic chamber""  "
adjective:11025,dead,2016-01-30T05:16:32.533Z," lacking acoustic resonance; ""dead sounds characteristic of some compact discs""; ""the dead wall surfaces of a recording studio""  "
adjective:11026,dull,2016-01-30T05:16:32.662Z," not clear and resonant; sounding as if striking with or against something relatively soft; ""the dull thud""; ""thudding bullets""  "
adjective:11027,reverent,2016-01-30T05:16:32.782Z," feeling or showing profound respect or veneration; ""maintained a reverent silence""  "
adjective:11028,adoring,2016-01-30T05:16:32.903Z, showing adoration  
adjective:11029,awed,2016-01-30T05:16:33.121Z," inspired by a feeling of fearful wonderment or reverence; ""awed by the silence""; ""awful worshippers with bowed heads""  "
adjective:1103,backward,2016-01-30T04:48:30.063Z," (used of temperament or behavior) marked by a retiring nature; ""a backward lover""  "
adjective:11030,respectful,2016-01-30T05:16:33.343Z, feeling or manifesting veneration  
adjective:11031,irreverent,2016-01-30T05:16:33.542Z," showing lack of due respect or veneration; ""irreverent scholars mocking sacred things""; ""noisy irreverent tourists""  "
adjective:11032,blasphemous,2016-01-30T05:16:33.741Z," grossly irreverent toward what is held to be sacred; ""blasphemous rites of a witches' Sabbath""; ""profane utterances against the Church""; ""it is sacrilegious to enter with shoes on""  "
adjective:11033,aweless,2016-01-30T05:16:33.943Z, neither feeling nor showing respect  
adjective:11034,revived,2016-01-30T05:16:34.062Z," restored to consciousness or life or vigor; ""felt revived hope""  "
adjective:11035,recrudescent,2016-01-30T05:16:34.204Z," the revival of an unfortunate situation after a period of abatement; ""the patient presented with a case of recrudescent gastralgia""  "
adjective:11036,redux,2016-01-30T05:16:34.327Z," brought back; ""the Victorian era redux""; ""`Rabbit Redux' by John Updike""  "
adjective:11037,renewed,2016-01-30T05:16:34.460Z," restored to a new condition; ""felt renewed strength""  "
adjective:11038,resurgent,2016-01-30T05:16:34.595Z," rising again as to new life and vigor; ""resurgent nationalism""  "
adjective:11039,resuscitated,2016-01-30T05:16:34.719Z, restored to life or consciousness  
adjective:1104,bashful,2016-01-30T04:48:30.223Z," disposed to avoid notice; ""they considered themselves a tough outfit and weren't bashful about letting anybody know it""; (`blate' is a Scottish term for bashful)  "
adjective:11040,revitalized,2016-01-30T05:16:34.835Z," restored to new life and vigor; ""a revitalized economy""; ""a revitalized inner-city neighborhood"";  ""Berlin has been reborn after probably the most intense period of construction since the post-war period.""  "
adjective:11041,unrevived,2016-01-30T05:16:34.954Z, not revived  
adjective:11042,awakened,2016-01-30T05:16:35.164Z," aroused or activated; ""an awakened interest in ballet""  "
adjective:11043,aroused,2016-01-30T05:16:35.365Z," aroused to action; ""the aroused opposition""  "
adjective:11044,unawakened,2016-01-30T05:16:35.491Z," not aroused or activated; ""unawakened emotions""  "
adjective:11045,awed,2016-01-30T05:16:35.712Z," having or showing a feeling of mixed reverence and respect and wonder and dread; ""stood in awed silence before the shrine""; ""in grim despair and awestruck wonder""  "
adjective:11046,overawed,2016-01-30T05:16:35.872Z, overcome by a feeling of awe  
adjective:11047,unawed,2016-01-30T05:16:36.044Z, not awed  
adjective:11048,aweless,2016-01-30T05:16:36.166Z, devoid of any feeling of awe or reverence  
adjective:11049,revolutionary,2016-01-30T05:16:36.289Z," advocating or engaged in revolution; ""revolutionary pamphlets""; ""a revolutionary junta""  "
adjective:1105,forward,2016-01-30T04:48:30.423Z," used of temperament or behavior; lacking restraint or modesty; ""a forward child badly in need of discipline""  "
adjective:11050,counterrevolutionary,2016-01-30T05:16:36.466Z," marked by opposition or antipathy to revolution; ""ostracized for his counterrevolutionary tendencies""  "
adjective:11051,rewarding,2016-01-30T05:16:36.665Z," providing personal satisfaction; ""a rewarding career as a paramedic""  "
adjective:11052,bountied,2016-01-30T05:16:36.789Z," rewarded or able to be rewarded by a bounty; ""a bountied animal pelt""  "
adjective:11053,rewardful,2016-01-30T05:16:36.988Z," offering or productive of reward; ""rewardful pursuits""  "
adjective:11054,unrewarding,2016-01-30T05:16:37.188Z, not rewarding; not providing personal satisfaction  
adjective:11055,thankless,2016-01-30T05:16:37.390Z," not likely to be rewarded; ""grading papers is a thankless task""  "
adjective:11056,profitless,2016-01-30T05:16:37.510Z," without profit or reward; ""let us have no part in profitless quarrels""- D.D.Eisenhower; ""How weary, flat, stale, and unprofitable / Seem to me all the uses of this world""- Shakespeare  "
adjective:11057,rhetorical,2016-01-30T05:16:37.632Z," given to rhetoric, emphasizing style at the expense of thought; ""mere rhetorical frippery""   "
adjective:11058,bombastic,2016-01-30T05:16:37.762Z," ostentatiously lofty in style; ""a man given to large talk""; ""tumid political prose""  "
adjective:11059,flowery,2016-01-30T05:16:37.903Z," marked by elaborate rhetoric and elaborated with decorative details; ""a flowery speech""; ""ornate rhetoric taught out of the rule of Plato""-John Milton  "
adjective:1106,brash,2016-01-30T04:48:30.622Z," offensively bold; ""a brash newcomer disputed the age-old rules for admission to the club""; ""a nervy thing to say""  "
adjective:11060,empurpled,2016-01-30T05:16:38.038Z," excessively elaborate or showily expressed; ""a writer of empurpled literature""; ""many purple passages""; ""an over-embellished story of the fish that got away""  "
adjective:11061,forensic,2016-01-30T05:16:38.162Z," of, relating to, or used in public debate or argument  "
adjective:11062,grandiloquent,2016-01-30T05:16:38.374Z," lofty in style; ""he engages in so much tall talk, one never really realizes what he is saying""  "
adjective:11063,oratorical,2016-01-30T05:16:38.572Z," characteristic of an orator or oratory; ""oratorical prose""; ""harangued his men in an oratorical way""- Robert Graves  "
adjective:11064,poetic,2016-01-30T05:16:38.710Z," characteristic of or befitting poetry; ""poetic diction""  "
adjective:11065,stylistic,2016-01-30T05:16:38.838Z," of or relating to style (especially in the use of language); ""stylistic devices""  "
adjective:11066,unrhetorical,2016-01-30T05:16:39.018Z, not rhetorical  
adjective:11067,matter-of-fact,2016-01-30T05:16:39.218Z," not fanciful or imaginative; ""local guides describe the history of various places in matter-of-fact tones""; ""a prosaic and unimaginative essay""  "
adjective:11068,plainspoken,2016-01-30T05:16:39.359Z," using simple and direct language; ""a plainspoken country doctor""  "
adjective:11069,rhythmical,2016-01-30T05:16:39.480Z," recurring with measured regularity; ""the rhythmic chiming of church bells""- John Galsworthy; ""rhythmical prose""  "
adjective:1107,bumptious,2016-01-30T04:48:30.823Z, offensively self-assertive  
adjective:11070,adonic,2016-01-30T05:16:39.640Z," having a rhythm consisting of a dactyl followed by a spondee or a trochee; ""the verse of the laments is Adonic""  "
adjective:11071,cadenced,2016-01-30T05:16:39.843Z," marked by a rhythmical cadence; ""the cadenced crunch of marching feet""  "
adjective:11072,danceable,2016-01-30T05:16:40.039Z, suitable for dancing  
adjective:11073,jazzy,2016-01-30T05:16:40.239Z, resembling jazz (especially in its rhythm)  
adjective:11074,lilting,2016-01-30T05:16:40.389Z," characterized by a buoyant rhythm; ""an easy lilting stride""; ""the flute broke into a light lilting air""; ""a swinging pace""; ""a graceful swingy walk""; ""a tripping singing measure""  "
adjective:11075,measured,2016-01-30T05:16:40.544Z, the rhythmic arrangement of syllables  
adjective:11076,sapphic,2016-01-30T05:16:40.742Z, a meter used by Sappho and named after her  
adjective:11077,chantlike,2016-01-30T05:16:40.944Z," uttered in a monotonous cadence or rhythm as in chanting; ""their chantlike intoned prayers""; ""a singsong manner of speaking""  "
adjective:11078,syncopated,2016-01-30T05:16:41.108Z, stressing a normally weak beat  
adjective:11079,throbbing,2016-01-30T05:16:41.242Z," pounding or beating strongly or violently; ""a throbbing pain""; ""the throbbing engine of the boat""  "
adjective:1108,overfamiliar,2016-01-30T04:48:31.022Z," taking undue liberties; ""young women disliked the overfamiliar tone he took with them""  "
adjective:11080,unrhythmical,2016-01-30T05:16:41.441Z, not rhythmic; irregular in beat or accent  
adjective:11081,arrhythmic,2016-01-30T05:16:41.642Z, without regard for rhythm  
adjective:11082,nonrhythmic,2016-01-30T05:16:41.843Z, deliberately not rhythmic  
adjective:11083,unmeasured,2016-01-30T05:16:41.974Z," not composed of measured syllables; not metrical; ""unmeasured prose""  "
adjective:11084,ribbed,2016-01-30T05:16:42.094Z, furnished or strengthened with ribs  
adjective:11085,costate,2016-01-30T05:16:42.217Z, having ribs  
adjective:11086,riblike,2016-01-30T05:16:42.347Z, resembling a rib  
adjective:11087,ribless,2016-01-30T05:16:42.513Z, having no ribs or no visible ribs  
adjective:11088,rich,2016-01-30T05:16:42.641Z," possessing material wealth; ""her father is extremely rich""; ""many fond hopes are pinned on rich uncles""  "
adjective:11089,affluent,2016-01-30T05:16:42.861Z," having an abundant supply of money or possessions of value; ""an affluent banker""; ""a speculator flush with cash""; ""not merely rich but loaded""; ""moneyed aristocrats""; ""wealthy corporations""; ""a substantial family""  "
adjective:1109,fresh,2016-01-30T04:48:31.144Z," improperly forward or bold; ""don't be fresh with me""; ""impertinent of a child to lecture a grownup""; ""an impudent boy given to insulting strangers""; ""Don't get wise with me!""  "
adjective:11090,comfortable,2016-01-30T05:16:43.063Z," in fortunate circumstances financially; moderately rich; ""they were comfortable or even wealthy by some standards""; ""easy living""; ""a prosperous family""; ""his family is well-situated financially""; ""well-to-do members of the community""  "
adjective:11091,poor,2016-01-30T05:16:43.263Z," having little money or few possessions; ""deplored the gap between rich and poor countries""; ""the proverbial poor artist living in a garret""  "
adjective:11092,broke,2016-01-30T05:16:43.480Z," lacking funds; ""`skint' is a British slang term""  "
adjective:11093,destitute,2016-01-30T05:16:43.681Z, poor enough to need help from others  
adjective:11094,hard up,2016-01-30T05:16:43.885Z, not having enough money to pay for necessities  
adjective:11095,moneyless,2016-01-30T05:16:44.081Z," having no money; ""virtually moneyless rural regions""  "
adjective:11096,unprovided for,2016-01-30T05:16:44.281Z," without income or means; ""left his family unprovided for""  "
adjective:11097,rich,2016-01-30T05:16:44.711Z," having an abundant supply of desirable qualities or substances (especially natural resources); ""blessed with a land rich in minerals""; ""rich in ideas""; ""rich with cultural interest""  "
adjective:11098,poor,2016-01-30T05:16:44.911Z," lacking in quality or substances; ""a poor land""; ""the area was poor in timber and coal""; ""food poor in nutritive value""; ""the food in the cafeteria was of poor quality""  "
adjective:11099,resourceless,2016-01-30T05:16:45.041Z, lacking or deficient in natural resources  
adjective:111,away,2016-01-30T04:45:45.814Z," (of a baseball pitch) on the far side of home plate from the batter; ""the pitch was away (or wide)""; ""an outside pitch""  "
adjective:1110,assumptive,2016-01-30T04:48:31.283Z," excessively forward; ""an assumptive person""; ""on a subject like this it would be too assuming for me to decide""; ""the duchess would not put up with presumptuous servants""  "
adjective:11100,rich,2016-01-30T05:16:45.167Z," suggestive of or characterized by great expense; ""a rich display""  "
adjective:11101,deluxe,2016-01-30T05:16:45.325Z," ostentatiously rich and superior in quality; ""a princely sum""; ""gilded dining rooms""; ""these architecture magazines are full of the lush interiors of the rich and famous""  "
adjective:11102,lavish,2016-01-30T05:16:45.536Z," characterized by extravagance and profusion; ""a lavish buffet""; ""a lucullan feast""  "
adjective:11103,poor,2016-01-30T05:16:45.671Z," characterized by or indicating poverty; ""the country had a poor economy""; ""they lived in the poor section of town""   "
adjective:11104,beggarly,2016-01-30T05:16:45.875Z," marked by poverty befitting a beggar; ""a beggarly existence in the slums""; ""a mean hut""  "
adjective:11105,slummy,2016-01-30T05:16:46.007Z," (of housing or residential areas) indicative of poverty; ""a slummy part of town""; ""slum conditions""  "
adjective:11106,moneyed,2016-01-30T05:16:46.222Z," based on or arising from the possession of money or wealth; ""moneyed interests""  "
adjective:11107,moneyless,2016-01-30T05:16:46.422Z," not based on the possession of money; ""a moneyless economy""  "
adjective:11108,solvent,2016-01-30T05:16:46.551Z, capable of meeting financial obligations  
adjective:11109,insolvent,2016-01-30T05:16:46.702Z," unable to meet or discharge financial obligations; ""an insolvent person""; ""an insolvent estate""  "
adjective:1111,balconied,2016-01-30T04:48:31.414Z," having balconies or a balcony; ""the balconied houses of New Orleans""  "
adjective:11110,bankrupt,2016-01-30T05:16:46.903Z," financially ruined; ""a bankrupt company""; ""the company went belly-up""  "
adjective:11111,rich,2016-01-30T05:16:47.046Z," high in mineral content; having a high proportion of fuel to air; ""a rich vein of copper""; ""a rich gas mixture""  "
adjective:11112,lean,2016-01-30T05:16:47.248Z," lacking in mineral content or combustible material; ""lean ore""; ""lean fuel""  "
adjective:11113,rimmed,2016-01-30T05:16:47.387Z," having a rim or a rim of a specified kind; ""do you wear rimmed or rimless glasses?""  "
adjective:11114,horn-rimmed,2016-01-30T05:16:47.541Z," having the frame made of horn or tortoise shell or plastic that simulates either; ""horn-rimmed glasses""  "
adjective:11115,red-rimmed,2016-01-30T05:16:47.671Z," rimmed with red; ""your red-rimmed eyes reveal that you have been crying""  "
adjective:11116,rimless,2016-01-30T05:16:47.802Z," lacking a rim or frame; ""rimless glasses""  "
adjective:11117,handed,2016-01-30T05:16:47.931Z," having or involving the use of hands; ""a handed, tree-living animal""; ""a four-handed card game""  "
adjective:11118,one-handed,2016-01-30T05:16:48.063Z," having or using a single hand; ""one-handed golfers""; ""a one-handed backetball shot""  "
adjective:11119,two-handed,2016-01-30T05:16:48.208Z," requiring two hands or designed for two people; ""a two-handed sledgehammer""; ""a two-handed crosscut saw""; ""a machine designed for bimanual operation""  "
adjective:1112,unbalconied,2016-01-30T04:48:31.634Z, not having balconies  
adjective:11120,handless,2016-01-30T05:16:48.337Z," without a hand or hands; ""a handless war veteran""  "
adjective:11121,handled,2016-01-30T05:16:48.455Z," having a usually specified type of handle; ""pearl-handled revolver""  "
adjective:11122,handleless,2016-01-30T05:16:48.617Z," having no handle; ""sleek cabinets with apparently handleless doors""  "
adjective:11123,right-handed,2016-01-30T05:16:48.818Z," using or intended for the right hand; ""a right-handed batter""; ""right-handed scissors""  "
adjective:11124,dextral,2016-01-30T05:16:49.029Z," preferring to use right foot or hand or eye; ""dextral individuals exhibit dominance of the right hand and eye""  "
adjective:11125,right,2016-01-30T05:16:49.148Z," intended for the right hand; ""a right-hand glove""  "
adjective:11126,left-handed,2016-01-30T05:16:49.278Z," using or intended for the left hand; ""left-handed golfers need left-handed clubs""; ""left-handed scissors""  "
adjective:11127,left,2016-01-30T05:16:49.480Z," intended for the left hand; ""I rarely lose a left-hand glove""  "
adjective:11128,sinistral,2016-01-30T05:16:49.612Z," preferring to use left foot or hand or eye; ""sinistral individuals exhibit dominance of the left hand and eye""  "
adjective:11129,ambidextrous,2016-01-30T05:16:49.750Z," equally skillful with each hand; ""an ambidextrous surgeon""  "
adjective:1113,barreled,2016-01-30T04:48:31.832Z," put in or stored in a barrel; ""barreled beer""  "
adjective:11130,equipoised,2016-01-30T05:16:49.951Z, lacking lateral dominance; being neither right-handed nor left-handed  
adjective:11131,right,2016-01-30T05:16:50.153Z, of or belonging to the political or intellectual right  
adjective:11132,conservative,2016-01-30T05:16:50.298Z, having social or political views favoring conservatism  
adjective:11133,oldline,2016-01-30T05:16:50.421Z," adhering to conservative or reactionary principles; ""an oldline senator""  "
adjective:11134,reactionary,2016-01-30T05:16:50.551Z, opposed to political or social liberalism or reform  
adjective:11135,rightish,2016-01-30T05:16:50.682Z, tending toward the political right  
adjective:11136,rightist,2016-01-30T05:16:50.811Z, believing in or supporting tenets of the political right  
adjective:11137,left,2016-01-30T05:16:50.942Z, of or belonging to the political or intellectual left  
adjective:11138,far left,2016-01-30T05:16:51.064Z, radical or extremely liberal  
adjective:11139,leftish,2016-01-30T05:16:51.239Z, tending toward the political left  
adjective:1114,unbarreled,2016-01-30T04:48:31.961Z, not in a barrel  
adjective:11140,leftist,2016-01-30T05:16:51.428Z, believing in or supporting tenets of the political left  
adjective:11141,liberal,2016-01-30T05:16:51.616Z, having political or social views favoring reform and progress  
adjective:11142,center,2016-01-30T05:16:51.831Z, of or belonging to neither the right nor the left politically or intellectually  
adjective:11143,centrist,2016-01-30T05:16:52.029Z, supporting or pursuing a course of action that is neither liberal nor conservative  
adjective:11144,right,2016-01-30T05:16:52.229Z," being or located on or directed toward the side of the body to the east when facing north; ""my right hand""; ""right center field""; ""a right-hand turn""; ""the right bank of a river is the bank on your right side when you are facing downstream""  "
